product_id,product_name,category,price
114,Exploit Dynamic Portals,Clothing,107.42
115,Productize Transparent Systems,Beauty,67.78
116,Whiteboard Sticky Functionalities,Electronics,1441.67
117,Leverage Strategic Technologies,Electronics,199.35
118,Evolve Enterprise Initiatives,Clothing,56.75
119,Empower Innovative Supply-Chains,Electronics,145.02
120,Utilize Web-Enabled Info-Mediaries,Beauty,79.83
121,Synthesize Mission-Critical Synergies,Clothing,69.39
122,Streamline Real-Time Synergies,Electronics,211.82
123,Repurpose Revolutionary Platforms,Electronics,607.53
124,Architect Clicks-And-Mortar Architectures,Beauty,106.24
125,Expedite Real-Time Models,Electronics,350.18
126,Syndicate Cross-Platform Metrics,Beauty,62.15
127,Brand Cross-Platform Relationships,Clothing,89.16
128,Innovate Cross-Platform Vortals,Electronics,212.5
129,Transition Web-Enabled Relationships,Electronics,1301.01
130,Repurpose Wireless Architectures,Electronics,786.84
131,Re-Intermediate Leading-Edge Convergence,Electronics,759.78
132,Cultivate Open-Source Platforms,Electronics,675.42
133,Implement Ubiquitous Interfaces,Clothing,-158.31
134,Drive Global Web-Readiness,Clothing,59.47
135,Expedite 24/7 Deliverables,Beauty,51.76
136,Empower Interactive Relationships,Home,247.73
137,Grow Collaborative Mindshare,Electronics,1040.72
138,Deploy Dynamic Synergies,Clothing,72.84
139,Whiteboard World-Class Web-Readiness,Electronics,1399.06
140,Whiteboard Bricks-And-Clicks Paradigms,Clothing,97.55
141,Exploit World-Class Methodologies,Electronics,1081.76
142,Grow Bleeding-Edge Metrics,Electronics,118.69
143,Synthesize Wireless E-Business,Electronics,250.4
144,Generate Strategic Convergence,Electronics,63.43
145,Brand Collaborative Web Services,Beauty,32.31
146,Iterate Mission-Critical Architectures,Beauty,21.04
147,Envisioneer Dynamic Eyeballs,Electronics,949.22
148,Cultivate Robust Channels,Clothing,118.15
149,Synthesize E-Business Content,Electronics,905.78
150,E-Enable Plug-And-Play Communities,Home,17.3
151,Productize Customized Initiatives,Beauty,128.74
152,Syndicate Web-Enabled Action-Items,Home,93.93
153,Architect Frictionless Web Services,Home,389.87
154,Scale E-Business Platforms,Beauty,41.87
155,Brand Proactive Communities,Beauty,138.23
156,Re-Contextualize World-Class Architectures,Home,307.66
157,Revolutionize Efficient E-Services,Clothing,197.08
158,Drive Dot-Com Web Services,Electronics,1229.08
159,Syndicate 24/7 Web Services,Clothing,70.5
160,Enable Holistic Infrastructures,Home,306.36
161,Generate Open-Source E-Services,Beauty,36.37
162,Re-Contextualize Innovative Experiences,Home,169.05
163,Facilitate Enterprise Architectures,Clothing,24.84
164,Visualize User-Centric E-Services,Beauty,55.24
165,Enhance Back-End Initiatives,Electronics,77.6
166,Envisioneer E-Business Initiatives,Home,366.71
167,Evolve Cross-Platform Applications,Electronics,1076.73
168,Re-Contextualize Dynamic Initiatives,Clothing,70.26
169,Maximize Out-Of-The-Box Channels,Home,446.66
170,Iterate Turn-Key Architectures,Electronics,-232.74
171,Maximize Clicks-And-Mortar Content,Home,84.7
172,Streamline Dynamic Architectures,Home,98.88
173,Brand Turn-Key Relationships,Home,261.04
174,Exploit End-To-End Deliverables,Electronics,55.81
175,Repurpose Magnetic Platforms,Beauty,7.4
176,Strategize Value-Added Users,Home,298.55
177,Iterate Ubiquitous Vortals,Beauty,23.4
178,Orchestrate Distributed E-Services,Home,441.98
179,Synthesize Ubiquitous Eyeballs,Beauty,82.75
180,Expedite Front-End Eyeballs,Electronics,446.12
181,Extend Robust Metrics,Home,-39.5
182,Harness Extensible Mindshare,Clothing,-66.0
183,Scale 24/7 Niches,Home,336.86
184,Iterate Compelling Functionalities,Beauty,7.63
185,E-Enable Killer Models,Beauty,91.38
186,Envisioneer Enterprise Markets,Electronics,1317.14
187,Exploit Open-Source Eyeballs,Electronics,417.81
188,Transition Best-Of-Breed E-Services,Home,283.47
189,Scale Scalable Roi,Home,207.14
190,Iterate Holistic Interfaces,Beauty,110.24
191,Monetize Granular Web-Readiness,Home,289.96
192,Engage Impactful Supply-Chains,Clothing,196.85
193,Brand Collaborative Convergence,Beauty,65.79
194,Engineer Impactful Interfaces,Beauty,6.81
195,Optimize Front-End Technologies,Home,-401.07
196,Scale Dynamic Schemas,Clothing,87.51
197,Strategize Mission-Critical Channels,Home,60.62
198,Harness Scalable Content,Beauty,62.28
199,Target Granular Networks,Beauty,103.97
200,Enable Visionary Info-Mediaries,Clothing,192.69
